time,dataset,apnea_type,excerpt,file,test_acc,n_train,n_test,epochs
07/06/2021 13:28 PM,patchAllisterW,osa,10,results/results.csv,0.4868420958518982,581,145,10
07/06/2021 13:36 PM,dreams,osa,1,results/results.csv,0.6672794222831726,323,81,15
07/06/2021 13:38 PM,dreams,osa,1,results/results.csv,0.6223958134651184,411,103,15
07/06/2021 13:54 PM,dreams,osa,1,results/results.csv,0.6776843070983887,411,103,15
07/06/2021 13:57 PM,dreams,osa,1,results/results.csv,0.5142227411270142,411,103,15
07/06/2021 13:59 PM,dreams,osa,7,results/results.csv,0.6072443127632141,477,119,15
07/06/2021 14:08 PM,dreams,osa,7,results/results.csv,0.6384943127632141,477,119,15
07/06/2021 14:10 PM,dreams,osa,7,results/results.csv,0.5884712934494019,403,101,10
07/06/2021 14:11 PM,dreams,osa,7,results/results.csv,0.5500422418117523,403,101,30
07/06/2021 14:47 PM,dreams,osa,7,results/results.csv,0.5869565308094025,184,46,30
07/06/2021 14:53 PM,patchAllisterW,osa,1,results/results.csv,0.5714285671710968,27,7,30
07/06/2021 14:55 PM,patchAllisterW,osa,1,results/results.csv,0.2857142686843872,27,7,30
07/06/2021 14:56 PM,patchAllisterW,osa,1,results/results.csv,0.0,5,1,30
07/06/2021 14:56 PM,patchAllisterW,osa,1,results/results.csv,0.0,5,1,5
07/06/2021 14:57 PM,patchAllisterW,osa,1,results/results.csv,1.0,5,1,5
07/06/2021 14:58 PM,patchAllisterW,osa,1,results/results.csv,0.0,3,1,5
07/06/2021 15:00 PM,patchAllisterW,osa,1,results/results.csv,0.1428571343421936,27,7,5
07/06/2021 15:01 PM,patchAllisterW,osa,1,results/results.csv,0.4285714030265808,27,7,5
07/06/2021 15:07 PM,patchAllisterW,osa,1,results/results.csv,0.5,14,4,5
07/06/2021 23:33 PM,dreams,osa,7,results/results.csv,0.7185388505458832,403,101,30
07/06/2021 23:38 PM,dreams,osa,1,results/results.csv,0.5477941036224365,323,81,30
07/07/2021 02:55 AM,patchAllisterW,osa,1,results/results.csv,1.0,10,2,15
07/07/2021 02:56 AM,patchAllisterW,osa,123,results/results.csv,0.7368420958518982,75,19,15
07/07/2021 02:58 AM,patchAllisterW,osa,123,results/results.csv,0.8421052694320679,75,19,15
07/07/2021 03:08 AM,patchAllisterW,osa,4,results/results.csv,0.4285714030265808,55,14,15
07/07/2021 03:30 AM,patchAllisterW,osa,4,results/results.csv,0.574999988079071,50,13,10
07/07/2021 03:44 AM,dreams,osa,4,results/results.csv,0.6162715554237366,1257,314,10
07/07/2021 03:44 AM,dreams,osa,4,results/results.csv,0.6666666567325592,34,9,10
07/07/2021 03:49 AM,dreams,osa,4,results/results.csv,0.6513157784938812,1252,313,10
07/07/2021 03:52 AM,dreams,osa,4,results/results.csv,0.7291666567325592,544,136,10
07/07/2021 03:53 AM,dreams,osa,4,results/results.csv,0.6302083432674408,542,136,10
07/07/2021 03:57 AM,dreams,osa,4,results/results.csv,0.640625,542,136,10
07/07/2021 03:59 AM,dreams,osa,4,results/results.csv,0.59375,542,136,30
07/07/2021 04:02 AM,dreams,osa,4,results/results.csv,0.6541666686534882,498,124,30
07/07/2021 04:03 AM,dreams,osa,4,results/results.csv,0.6473958492279053,498,124,70
07/07/2021 04:06 AM,dreams,osa,4,results/results.csv,0.5564516186714172,498,124,100
07/07/2021 04:10 AM,dreams,osa,4,results/results.csv,0.5322580635547638,498,124,15
07/07/2021 04:12 AM,dreams,osa,4,results/results.csv,0.587162971496582,458,115,15
07/07/2021 04:15 AM,dreams,osa,4,results/results.csv,0.6186224520206451,453,113,15
07/07/2021 04:19 AM,dreams,osa,4,results/results.csv,0.6749614179134369,728,182,15
07/07/2021 04:23 AM,dreams,osa,4,results/results.csv,0.7511574029922485,728,182,15
07/07/2021 04:24 AM,dreams,osa,4,results/results.csv,0.8815586343407631,728,182,30
07/07/2021 04:25 AM,dreams,osa,4,results/results.csv,0.839313268661499,728,182,60
07/07/2021 04:27 AM,dreams,osa,4,results/results.csv,0.7756249904632568,1062,266,30
07/07/2021 04:31 AM,dreams,osa,4,results/results.csv,0.8506250083446503,1062,266,30
07/07/2021 04:33 AM,dreams,osa,4,results/results.csv,0.7543750107288361,1062,266,50
07/07/2021 04:35 AM,dreams,osa,4,results/results.csv,0.7930555641651154,1061,265,50
07/07/2021 04:38 AM,dreams,osa,4,results/results.csv,0.8777777776122093,1060,265,50
07/07/2021 04:46 AM,dreams,osa,1,results/results.csv,0.9145359843969345,386,97,50
07/07/2021 04:47 AM,dreams,osa,2,results/results.csv,0.8864583298563957,374,94,50
07/07/2021 04:53 AM,dreams,osa,3,results/results.csv,0.9039446711540222,755,189,50
07/07/2021 04:55 AM,dreams,osa,3,results/results.csv,0.8779030069708824,755,189,50
07/07/2021 04:57 AM,dreams,osa,5,results/results.csv,0.9253125041723251,867,217,50
07/07/2021 05:12 AM,patchAllisterW,osa,5,results/results.csv,0.4444444179534912,37,9,50
07/07/2021 05:13 AM,patchAllisterW,osa,5,results/results.csv,0.3333333134651184,37,9,50
07/07/2021 05:13 AM,patchAllisterW,osa,5,results/results.csv,0.7777777761220932,34,9,50
07/07/2021 05:15 AM,patchAllisterW,osa,5,results/results.csv,0.6923076808452606,50,13,50
07/07/2021 05:15 AM,patchAllisterW,osa,5,results/results.csv,0.5,34,8,20
07/07/2021 05:18 AM,patchAllisterW,osa,5,results/results.csv,0.5833333432674408,34,9,20
07/07/2021 05:23 AM,patchAllisterW,osa,5,results/results.csv,0.5,34,9,20
07/07/2021 05:25 AM,patchAllisterW,osa,6,results/results.csv,0.6888888776302338,181,45,20
07/07/2021 05:26 AM,patchAllisterW,osa,6,results/results.csv,0.5999999940395355,180,45,20
07/07/2021 05:38 AM,patchAllisterW,osa,4,results/results.csv,0.7272727191448212,42,11,20
07/07/2021 05:39 AM,patchAllisterW,osa,5,results/results.csv,0.6666666567325592,34,9,20
07/07/2021 05:40 AM,patchAllisterW,osa,9,results/results.csv,0.7857142835855484,57,14,20
07/07/2021 05:44 AM,patchAllisterW,osa,10,results/results.csv,0.8367346972227097,195,49,20
07/07/2021 15:17 PM,patchAllisterW,osa,6,results/results.csv,0.4791666865348816,194,48,20
07/07/2021 23:42 PM,dreams,osa,1,results/results.csv,0.25,30,8,15
07/07/2021 23:44 PM,dreams,osa,1,results/results.csv,0.6651526093482971,428,107,15
07/07/2021 23:48 PM,patchAllisterW,osa,8,results/results.csv,0.875,30,8,15
07/07/2021 23:49 PM,dreams,osa,1,results/results.csv,0.630450576543808,428,107,15
07/07/2021 23:51 PM,dreams,osa,3,results/results.csv,0.842275932431221,723,181,15
07/08/2021 00:00 AM,dreams,osa,3,results/results.csv,0.9665880501270294,725,181,50
07/08/2021 00:19 AM,dreams,osa,2,results/results.csv,0.9694602265954018,346,86,30
07/08/2021 00:32 AM,dreams,osa,2,results/results.csv,0.9311079531908035,346,86,30
07/08/2021 00:44 AM,dreams,osa,2,results/results.csv,0.9005681797862053,346,86,30
07/08/2021 21:51 PM,patchAllisterW,osa,6,results/results.csv,0.0,6,2,15
07/08/2021 21:51 PM,patchAllisterW,osa,6,results/results.csv,0.75,32,8,15
07/08/2021 21:54 PM,patchAllisterW,osa,9,results/results.csv,1.0,42,10,15
07/08/2021 21:55 PM,dreams,osa,1,results/results.csv,0.91796875,774,194,15
07/08/2021 21:57 PM,dreams,osa,2,results/results.csv,0.9635416679084301,589,147,15
07/08/2021 21:59 PM,dreams,osa,3,results/results.csv,0.9539351873099804,693,173,15
07/08/2021 22:08 PM,dreams,osa,7,results/results.csv,0.9270833358168602,528,132,15
07/08/2021 22:10 PM,dreams,osa,6,results/results.csv,0.9118589758872986,925,231,15
07/09/2021 00:45 AM,dreams,osa,1,results/results.csv,0.6484375,774,194,30
